first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,target,address,postcode,state,country,property_valuation
Celka,Demsey,F,35,1970-12-31,Desktop Support Technician,Manufacturing,Mass Customer,N,No,16.0,0,7282 Prairie Rose Trail,3184,VIC,Australia,9
Kalinda,missing,F,27,1988-07-04,Teacher,Financial Services,Mass Customer,N,Yes,13.0,1,63785 Anthes Circle,3260,VIC,Australia,1
Gwenette,Appleton,F,49,1974-06-10,missing,Manufacturing,Affluent Customer,N,Yes,11.0,0,6 Loomis Trail,2099,NSW,Australia,11
Harv,Pavey,M,98,1977-08-10,Director of Sales,Health,Mass Customer,N,No,7.0,0,6551 Atwood Road,4216,QLD,Australia,7
Appolonia,Oxe,F,34,1963-09-12,Human Resources Assistant I,Property,Mass Customer,N,No,15.0,0,258 Bunker Hill Hill,2138,NSW,Australia,8
Sharia,missing,F,86,1980-07-07,Technical Writer,Financial Services,High Net Worth,N,No,12.0,0,592 Oak Valley Center,2534,NSW,Australia,9
Sly,Passo,M,15,1994-06-22,Geologist III,missing,Affluent Customer,N,No,7.0,1,83441 Donald Pass,4565,QLD,Australia,7
Heywood,Sollett,M,10,1979-09-12,Tax Accountant,Financial Services,Mass Customer,N,Yes,13.0,0,9106 Thompson Hill,2032,NSW,Australia,8
Maren,Dachs,F,76,1979-03-30,Data Coordiator,missing,Affluent Customer,N,No,4.0,1,0671 Vera Drive,4812,QLD,Australia,5
Kimball,Martinho,M,37,2001-01-02,Professor,missing,High Net Worth,N,No,2.0,0,50 Londonderry Park,2034,NSW,Australia,10
Alvera,Kiddle,F,42,1965-08-02,missing,missing,High Net Worth,N,No,8.0,0,1817 Bluejay Avenue,4218,QLD,Australia,10
Roslyn,Tewkesbury.,F,48,1964-09-22,General Manager,Financial Services,Affluent Customer,N,Yes,11.0,0,27 Grayhawk Alley,2102,NSW,Australia,11
Estevan,Rylett,M,50,1974-02-04,missing,Retail,High Net Worth,N,No,13.0,0,5342 Hallows Lane,2021,NSW,Australia,12
Archibaldo,Argrave,M,84,1995-06-19,Help Desk Operator,Financial Services,Mass Customer,N,Yes,1.0,1,303 Michigan Avenue,3977,VIC,Australia,5
Sharona,Yorkston,F,69,1973-07-26,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,19.0,0,6 Forest Avenue,2870,NSW,Australia,4
Sigismond,Stockow,M,90,1997-06-23,Internal Auditor,Manufacturing,Mass Customer,N,No,2.0,0,3 Pennsylvania Terrace,2197,NSW,Australia,9
Land,Bangley,M,56,1977-08-17,Nurse Practicioner,missing,Affluent Customer,N,Yes,8.0,1,755 Ramsey Terrace,4152,QLD,Australia,6
Lexis,Deason,F,51,1976-08-20,Assistant Professor,missing,Affluent Customer,N,Yes,13.0,0,33782 Doe Crossing Terrace,2280,NSW,Australia,7
Carita,Kemwall,F,58,1980-10-25,Civil Engineer,Manufacturing,High Net Worth,N,Yes,11.0,0,97 Waxwing Terrace,4217,QLD,Australia,10
Lindsay,Maydway,M,23,1980-03-26,Senior Developer,Manufacturing,Affluent Customer,N,No,9.0,0,2 Marquette Drive,2204,NSW,Australia,8
Pauly,Eilles,F,9,1954-05-03,VP Marketing,Manufacturing,Mass Customer,N,No,5.0,1,357 Elgar Alley,3910,VIC,Australia,9
Darnell,Wistance,M,55,2001-03-03,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,1.0,0,37258 Stephen Place,4116,QLD,Australia,9
Morgana,Wardel,F,48,1975-01-18,Software Engineer III,Financial Services,Affluent Customer,N,No,13.0,1,9 Cambridge Junction,2315,NSW,Australia,7
Jessamine,Butcher,F,46,1977-03-22,Structural Analysis Engineer,Health,Mass Customer,N,No,3.0,1,10 American Alley,2066,NSW,Australia,12
Mercy,Jost,F,44,1962-02-04,Nurse,Financial Services,High Net Worth,N,No,11.0,1,84 Stuart Lane,3146,VIC,Australia,11
Lewiss,Jaeggi,M,91,1975-05-08,Account Executive,Retail,Mass Customer,N,Yes,7.0,0,6 Carioca Avenue,3185,VIC,Australia,9
Had,Gilling,M,50,1965-02-03,Marketing Manager,Health,High Net Worth,N,Yes,18.0,0,75688 Maple Court,3618,VIC,Australia,1
Addi,Seager,F,56,1978-08-19,Electrical Engineer,Manufacturing,High Net Worth,N,No,12.0,1,906 Toban Lane,2093,NSW,Australia,10
Laurent,Ainslee,M,90,1992-05-08,Registered Nurse,Health,Affluent Customer,N,Yes,7.0,1,76085 Eagan Crossing,3071,VIC,Australia,10
Fenelia,Dockrell,F,44,1975-11-05,Budget/Accounting Analyst III,Health,Affluent Customer,N,Yes,6.0,1,28634 Nova Circle,3127,VIC,Australia,12
Genvieve,Kobes,F,17,1964-12-18,Compensation Analyst,Financial Services,Mass Customer,N,Yes,14.0,1,34 Colorado Pass,2287,NSW,Australia,6
Arliene,Bartolijn,F,41,1954-04-30,Account Coordinator,IT,Mass Customer,N,No,10.0,1,1031 Kennedy Way,4507,QLD,Australia,7
Aeriel,Lejeune,F,36,1991-02-18,Tax Accountant,Financial Services,Affluent Customer,N,No,9.0,1,23426 Transport Center,2218,NSW,Australia,10
Bran,Sauven,M,33,1969-04-30,Statistician I,Retail,Affluent Customer,N,No,18.0,0,20 Del Mar Circle,2450,NSW,Australia,9
Trenton,Casaccio,M,78,1966-06-13,missing,Health,Mass Customer,N,Yes,16.0,0,3024 Butternut Crossing,2087,NSW,Australia,11
Anatollo,Stendell,M,65,1957-10-16,missing,Retail,High Net Worth,N,No,18.0,0,93124 Monterey Plaza,3000,VIC,Australia,7
Cordelia,missing,F,23,1998-08-13,Nurse,Financial Services,Mass Customer,N,Yes,1.0,1,51313 Fulton Junction,2580,NSW,Australia,7
Andee,Ormrod,F,28,1970-06-11,Nurse,missing,High Net Worth,N,Yes,13.0,1,889 Sundown Trail,2162,NSW,Australia,9
Vanda,Donnellan,F,79,1959-10-20,missing,Health,High Net Worth,N,No,18.0,1,55590 Ridgeview Court,2147,NSW,Australia,9
Jay,Prue,M,85,1977-12-14,Administrative Assistant IV,missing,Mass Customer,N,No,4.0,1,2271 Fordem Plaza,2780,NSW,Australia,8
Lavinia,Niess,F,62,1978-07-05,Web Designer I,Financial Services,High Net Worth,N,Yes,14.0,0,25 Parkside Terrace,4570,QLD,Australia,3
Henderson,Koubek,M,26,1999-04-30,Civil Engineer,Manufacturing,Mass Customer,N,No,1.0,1,61 Northfield Pass,2190,NSW,Australia,10
Moreen,Zoren,F,24,1974-02-21,Assistant Media Planner,Entertainment,High Net Worth,N,No,15.0,1,536 Crowley Crossing,2167,NSW,Australia,7
Natty,Sisneros,M,13,1979-12-10,Staff Accountant I,Financial Services,Mass Customer,N,No,16.0,1,0 Erie Lane,4405,QLD,Australia,1
Zackariah,Catteroll,M,42,1982-07-28,Media Manager III,Property,Mass Customer,N,Yes,15.0,0,9837 Granby Alley,2445,NSW,Australia,7
Winfield,Lampitt,M,37,1964-07-08,Community Outreach Specialist,Retail,Mass Customer,N,Yes,11.0,0,8 Lake View Way,3977,VIC,Australia,7
Kristal,McRobbie,F,45,1972-03-16,Research Assistant I,Manufacturing,Affluent Customer,N,Yes,8.0,0,1567 Schiller Street,3810,VIC,Australia,6
Gerome,Lawrenz,M,42,1998-10-24,Account Coordinator,Property,Affluent Customer,N,Yes,4.0,0,6 Warbler Road,2462,NSW,Australia,5
Hildegaard,Gennrich,F,7,1971-10-29,Budget/Accounting Analyst II,Retail,Mass Customer,N,Yes,12.0,0,383 Little Fleur Circle,2753,NSW,Australia,7
Giselbert,Gudyer,M,29,2001-05-21,Assistant Media Planner,Entertainment,Affluent Customer,N,No,1.0,0,804 Shelley Junction,2567,NSW,Australia,7
Nomi,Bushell,F,60,1976-08-13,Engineer IV,Entertainment,High Net Worth,N,No,19.0,0,2 Beilfuss Plaza,2000,NSW,Australia,9
Jonathon,missing,M,76,1978-12-17,Senior Sales Associate,Retail,Mass Customer,N,No,10.0,1,78019 Manley Center,2304,NSW,Australia,5
Antonio,Brewis,M,4,1995-05-11,Software Engineer I,Financial Services,Mass Customer,N,Yes,2.0,0,34 Warrior Trail,2759,NSW,Australia,8
Krishna,Frood,M,18,1965-09-29,missing,Argiculture,Mass Customer,N,No,16.0,0,688 Straubel Junction,2113,NSW,Australia,9
Shayla,Colnett,F,47,1969-01-18,missing,Property,Mass Customer,N,Yes,12.0,1,1945 Loomis Alley,2871,NSW,Australia,1
Silvester,Scowcroft,M,85,1980-07-14,Quality Engineer,Financial Services,High Net Worth,N,No,15.0,0,87 Elka Terrace,2034,NSW,Australia,12
Arty,Mac Geaney,M,45,1959-01-03,Nurse,Retail,Mass Customer,N,No,14.0,1,13 Dexter Lane,3279,VIC,Australia,8
Carly,Struys,F,35,1974-01-05,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,14.0,0,701 Talisman Crossing,2000,NSW,Australia,10
Marcile,Christley,F,28,1972-07-30,Help Desk Operator,Retail,Mass Customer,N,Yes,11.0,1,518 Colorado Trail,2100,NSW,Australia,10
Moritz,Brognot,M,1,1977-02-10,Budget/Accounting Analyst III,IT,Mass Customer,N,Yes,15.0,1,3 Forest Dale Lane,2100,NSW,Australia,11
Mufi,O'Kielt,F,70,1986-07-03,Geologist IV,Entertainment,Mass Customer,N,Yes,10.0,0,9 Huxley Hill,4503,QLD,Australia,6
Curran,McMeekan,M,75,1978-08-24,Computer Systems Analyst IV,missing,Affluent Customer,N,No,12.0,1,55 Fordem Street,3147,VIC,Australia,10
Vina,Tackell,F,71,1977-03-22,Software Test Engineer I,missing,Mass Customer,N,Yes,12.0,1,52753 Logan Hill,2031,NSW,Australia,12
Arabelle,Rentelll,U,36,1970-01-01,VP Accounting,Financial Services,High Net Worth,N,No,0.0,0,3 Old Gate Hill,4106,QLD,Australia,5
Dulsea,Maffi,F,53,1989-10-11,Nurse,missing,Affluent Customer,N,No,18.0,0,42 Manitowish Hill,4352,QLD,Australia,5
Brooke,Alastair,M,72,1977-09-03,VP Sales,IT,Mass Customer,N,No,12.0,0,008 6th Center,3141,VIC,Australia,7
Ado,Yaldren,M,20,2000-06-26,Technical Writer,IT,High Net Worth,N,Yes,1.0,0,78 Shasta Place,2135,NSW,Australia,12
Jesselyn,Di Biaggi,F,14,1972-10-11,Sales Representative,Retail,Mass Customer,N,Yes,17.0,0,40 Veith Circle,4701,QLD,Australia,1
Marcelia,Blannin,U,1,1970-01-01,Physical Therapy Assistant,IT,High Net Worth,N,No,0.0,1,10 Kedzie Pass,2770,NSW,Australia,7
Saunder,Newens,M,60,1998-05-09,Account Representative I,missing,Affluent Customer,N,No,1.0,0,736 Tomscot Center,4503,QLD,Australia,5
Merwyn,MacPhail,M,7,1986-01-16,Dental Hygienist,Health,Affluent Customer,N,Yes,20.0,0,9521 Old Shore Trail,2769,NSW,Australia,10
Candice,Patriskson,F,33,1995-08-20,Business Systems Development Analyst,IT,Affluent Customer,N,Yes,10.0,0,99 Homewood Place,4213,QLD,Australia,8
Silvan,Ellison,M,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,1,6876 Mandrake Avenue,2298,NSW,Australia,6
Kelbee,Bernat,M,96,1957-12-15,Biostatistician II,missing,Affluent Customer,N,Yes,15.0,0,16 Hudson Alley,2234,NSW,Australia,10
Aylmer,Glenwright,M,80,1995-01-05,Food Chemist,Health,Affluent Customer,N,No,1.0,1,7163 2nd Point,3931,VIC,Australia,8
Dawn,Yakovitch,F,83,1977-11-28,Tax Accountant,Telecommunications,Mass Customer,N,No,13.0,1,30 Parkside Terrace,2210,NSW,Australia,10
York,Strongman,M,56,1966-06-11,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,15.0,0,19 Fairview Road,4012,QLD,Australia,3
Halli,Littledike,F,80,1959-05-02,Statistician III,missing,Mass Customer,N,Yes,10.0,1,444 Spaight Crossing,3070,VIC,Australia,10
Coop,Stancer,M,20,1991-12-16,Recruiter,missing,Mass Customer,N,No,5.0,0,447 Delaware Park,3911,VIC,Australia,5
Inger,Barnham,F,82,1964-02-11,missing,Manufacturing,Mass Customer,N,Yes,6.0,0,96 Dayton Park,2190,NSW,Australia,9
Konstance,Elgey,F,81,1974-06-14,Professor,Argiculture,High Net Worth,N,Yes,11.0,1,882 Mitchell Place,4151,QLD,Australia,4
Dorrie,Meaden,F,59,1976-12-26,VP Marketing,Financial Services,High Net Worth,N,Yes,12.0,0,17 South Crossing,2770,NSW,Australia,7
Louisette,Cullimore,F,53,1977-12-21,Accountant IV,Property,Mass Customer,N,Yes,16.0,1,648 Rigney Pass,2460,NSW,Australia,2
Royce,Pietrowicz,M,69,1956-08-01,Environmental Tech,Health,Mass Customer,N,Yes,19.0,0,1 Ronald Regan Hill,2756,NSW,Australia,8
Raynor,Olech,M,83,1966-01-16,Engineer II,missing,Mass Customer,N,No,15.0,1,359 Briar Crest Road,2155,NSW,Australia,10
Seth,Murdie,M,43,1965-03-28,Project Manager,Telecommunications,Mass Customer,N,Yes,17.0,0,4543 Service Terrace,2566,NSW,Australia,8
Lyle,Eager,M,2,1971-02-16,Occupational Therapist,Health,Mass Customer,N,No,9.0,0,0 Knutson Crossing,2151,NSW,Australia,8
Randene,Brown,F,65,1958-07-17,Product Engineer,Manufacturing,Affluent Customer,N,Yes,6.0,0,28156 School Park,3188,VIC,Australia,10
Allan,Govan,M,27,1978-07-26,Senior Quality Engineer,Health,Mass Customer,N,No,18.0,0,920 Manley Crossing,4226,QLD,Australia,8
Carrol,Jordin,M,95,1995-02-18,Business Systems Development Analyst,Property,Affluent Customer,N,No,1.0,0,38 Armistice Lane,3250,VIC,Australia,2
Cam,MacFadyen,M,53,1977-05-13,VP Accounting,Financial Services,High Net Worth,N,Yes,18.0,0,6988 Waxwing Hill,4700,QLD,Australia,3
Bridget,Bussons,F,11,1990-11-09,Analyst Programmer,missing,Mass Customer,N,No,11.0,1,84 Southridge Lane,2799,NSW,Australia,2
Talbert,Folliss,M,21,1986-01-16,Clinical Specialist,Health,Affluent Customer,N,No,4.0,1,8 Eagle Crest Circle,2137,NSW,Australia,12
Esma,McOwen,F,27,1985-04-20,Software Consultant,missing,Mass Customer,N,Yes,14.0,0,571 Golf Alley,2650,NSW,Australia,5
Lynsey,Broady,F,59,1993-02-12,Food Chemist,Health,High Net Worth,N,No,5.0,0,52408 Autumn Leaf Road,3030,VIC,Australia,7
Dayle,Girardetti,F,24,1973-02-25,Media Manager IV,Retail,Mass Customer,N,No,7.0,0,4 Loomis Hill,2527,NSW,Australia,7
Stinky,Marlen,M,33,1957-01-21,Product Engineer,Retail,Mass Customer,N,Yes,12.0,0,1411 Jenifer Center,4670,QLD,Australia,3
Zollie,Exell,M,34,1954-10-08,missing,Financial Services,Mass Customer,N,No,10.0,0,336 Fordem Trail,2088,NSW,Australia,12
Amble,Tandy,M,33,1976-12-30,Sales Associate,Health,Mass Customer,N,No,11.0,0,59 Hoepker Lane,3191,VIC,Australia,11
Padriac,Apple,M,5,1990-06-06,Director of Sales,Financial Services,High Net Worth,N,No,10.0,0,2864 Corscot Parkway,2756,NSW,Australia,8
Noella,Firk,F,0,1959-05-11,Financial Analyst,Financial Services,Mass Customer,N,Yes,14.0,1,4658 Tennessee Street,3121,VIC,Australia,11
Liza,LeEstut,F,78,1974-09-15,Programmer Analyst III,Manufacturing,Affluent Customer,N,Yes,18.0,0,53485 Sycamore Junction,3192,VIC,Australia,8
Annamarie,Bouzan,F,54,1987-11-01,Accountant III,Manufacturing,High Net Worth,N,Yes,20.0,1,446 Warrior Pass,4740,QLD,Australia,5
Myrta,Rentilll,F,81,1965-04-14,Biostatistician II,missing,Affluent Customer,N,Yes,6.0,0,25567 Linden Court,4564,QLD,Australia,8
Erastus,Payley,M,96,1964-03-14,Health Coach IV,Health,Mass Customer,N,Yes,12.0,1,111 Hooker Avenue,4860,QLD,Australia,2
Demetria,Shoobridge,F,42,1978-08-06,missing,missing,Mass Customer,N,No,9.0,0,51 Dixon Court,2570,NSW,Australia,8
Cully,Takos,M,63,1996-05-21,Automation Specialist II,Financial Services,Affluent Customer,N,No,4.0,1,16639 Bunting Circle,3174,VIC,Australia,8
Fabe,Smallbone,M,67,1962-01-28,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,20.0,1,40923 Truax Drive,2208,NSW,Australia,10
Shelden,Lorent,M,53,1977-05-18,Database Administrator III,Property,Mass Customer,N,No,13.0,0,22 Moulton Place,4878,QLD,Australia,4
Tore,Doerr,M,17,1978-03-23,Senior Developer,missing,Mass Customer,N,No,10.0,0,52541 Lakewood Gardens Court,3922,VIC,Australia,2
Sissie,Giordano,F,17,1980-11-06,Registered Nurse,Health,Affluent Customer,N,Yes,12.0,0,39746 Eliot Center,2177,NSW,Australia,9
Stearn,Boutton,M,41,1975-11-03,Librarian,Entertainment,Mass Customer,N,No,18.0,1,7 Springview Lane,2256,NSW,Australia,6
Jacklyn,Bromehed,F,57,1988-12-19,Research Associate,Health,High Net Worth,N,Yes,22.0,0,8658 Maple Wood Plaza,3020,VIC,Australia,7
Abram,Phillipson,M,91,1968-04-11,Research Assistant III,Health,High Net Worth,N,Yes,16.0,0,03 Old Shore Terrace,4078,QLD,Australia,7
Teddi,De la Yglesias,F,48,1985-12-28,Quality Engineer,Retail,Mass Customer,N,No,6.0,0,99565 Warrior Alley,4510,QLD,Australia,3
Kippy,Heater,F,88,1976-08-16,Statistician II,Manufacturing,Mass Customer,N,Yes,19.0,1,718 Fair Oaks Point,2068,NSW,Australia,12
Isabelle,Bursnoll,U,42,1970-01-01,Social Worker,Health,Mass Customer,N,Yes,0.0,0,0 Little Fleur Avenue,4031,QLD,Australia,8
Klarika,Yerby,U,70,1970-01-01,Legal Assistant,IT,High Net Worth,N,No,0.0,1,541 Southridge Trail,2067,NSW,Australia,12
Nedi,MacClay,F,19,1974-06-15,Administrative Officer,Health,High Net Worth,N,No,20.0,1,77196 West Crossing,2166,NSW,Australia,8
Michal,Woltering,M,93,1978-05-25,Account Representative IV,Manufacturing,Affluent Customer,N,Yes,16.0,0,7 Fordem Point,3057,VIC,Australia,7
Ingaberg,Cornillot,F,22,1994-11-24,GIS Technical Architect,missing,Mass Customer,N,No,2.0,0,58 Shelley Crossing,2570,NSW,Australia,8
Ileana,Timms,F,13,1960-07-28,Dental Hygienist,Health,Affluent Customer,N,Yes,7.0,1,41 Westport Center,3280,VIC,Australia,4
Saraann,Gilliard,F,34,1976-11-30,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,11.0,1,8598 Nova Parkway,2758,NSW,Australia,9
Peria,Amis,F,37,1980-04-12,missing,Manufacturing,Affluent Customer,N,Yes,18.0,1,4826 Crowley Park,2779,NSW,Australia,7
Orlando,Gniewosz,M,6,1999-02-08,Account Representative IV,Retail,Affluent Customer,N,Yes,3.0,0,3 Vermont Alley,2261,NSW,Australia,5
Madalena,MacCaughey,F,11,1996-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,3.0,1,7107 Manitowish Road,4815,QLD,Australia,2
Kelly,Bilyard,M,59,1964-07-21,Desktop Support Technician,Retail,Affluent Customer,N,No,6.0,0,9304 Birchwood Junction,2070,NSW,Australia,12
Tabb,Haberjam,M,56,1988-12-26,Account Coordinator,Property,High Net Worth,N,Yes,5.0,0,91655 Rowland Point,4123,QLD,Australia,8
Sophey,Wawer,F,34,1980-06-18,Product Engineer,missing,Mass Customer,N,Yes,10.0,0,76 Aberg Hill,3028,VIC,Australia,6
Simone,Boanas,M,6,1995-03-20,missing,Financial Services,High Net Worth,N,No,6.0,0,6418 Sachs Trail,2810,NSW,Australia,1
Flory,Standering,M,77,1998-01-30,missing,Retail,Mass Customer,N,No,2.0,0,86445 Bonner Junction,4660,QLD,Australia,3
Steven,Keetley,M,52,1970-08-31,Biostatistician II,Health,Affluent Customer,N,No,6.0,0,9235 Walton Park,2095,NSW,Australia,11
Carissa,Hassent,F,0,1987-06-26,Tax Accountant,Manufacturing,High Net Worth,N,Yes,11.0,0,18652 Springs Plaza,2259,NSW,Australia,7
Hadlee,Mackro,M,55,1954-11-03,Statistician II,Retail,Affluent Customer,N,Yes,5.0,0,29895 Crest Line Point,2049,NSW,Australia,11
Emmy,Jenton,F,50,1998-03-17,Occupational Therapist,Health,High Net Worth,N,Yes,1.0,0,65 Sunbrook Road,2284,NSW,Australia,4
Umberto,Cappineer,M,27,1962-11-14,Civil Engineer,Manufacturing,Affluent Customer,N,No,11.0,0,75 Loftsgordon Hill,3147,VIC,Australia,11
Claribel,missing,F,46,1967-07-14,Systems Administrator I,Entertainment,Mass Customer,N,No,7.0,0,122 Chinook Center,2112,NSW,Australia,11
Frederic,McGown,M,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,No,13.0,1,6994 Hanson Place,2580,NSW,Australia,5
Vernen,Hakonsen,M,69,1976-12-12,Software Test Engineer II,missing,High Net Worth,N,Yes,14.0,1,00662 Ludington Court,3228,VIC,Australia,9
Alleyn,Clear,M,69,1988-08-24,Teacher,Telecommunications,Affluent Customer,N,Yes,6.0,0,62 Linden Drive,4209,QLD,Australia,4
Shirline,Yellowlee,F,0,1983-09-02,Account Coordinator,Retail,High Net Worth,N,No,10.0,0,831 Daystar Circle,2038,NSW,Australia,12
Alf,Farnie,M,3,1969-02-03,missing,Manufacturing,Mass Customer,N,Yes,17.0,0,1 Forest Junction,2620,NSW,Australia,10
Faustine,Peert,F,1,1987-03-28,missing,Health,Mass Customer,N,No,8.0,0,8 Bobwhite Court,3127,VIC,Australia,10
Morganne,Smitham,F,71,1978-04-20,Associate Professor,Manufacturing,Mass Customer,N,Yes,18.0,1,8941 Harbort Point,2148,NSW,Australia,9
Gerome,Dutteridge,M,92,1994-01-10,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,4.0,0,3 Independence Street,4073,QLD,Australia,6
Sibylla,Langmuir,F,20,1965-06-19,Senior Quality Engineer,Property,Affluent Customer,N,No,11.0,0,8 Holmberg Street,2444,NSW,Australia,7
Bradford,Monkton,M,49,1976-03-18,Administrative Officer,Financial Services,Affluent Customer,N,No,4.0,1,15776 Thackeray Alley,2261,NSW,Australia,7
Kim,Gabbitis,F,88,1988-07-22,Administrative Officer,Financial Services,High Net Worth,N,Yes,2.0,0,05 Lerdahl Place,4215,QLD,Australia,6
Imojean,Atyeo,F,55,1959-03-26,Physical Therapy Assistant,IT,High Net Worth,N,No,19.0,1,512 Forest Run Center,3188,VIC,Australia,11
Meggi,Shipcott,F,76,2000-05-10,General Manager,missing,Mass Customer,N,Yes,1.0,0,304 Moland Street,3810,VIC,Australia,5
Taddeo,Karlicek,M,15,1960-11-27,Senior Financial Analyst,Financial Services,Mass Customer,N,No,11.0,1,63 International Drive,4165,QLD,Australia,7
Meagan,Ferry,F,74,2000-05-18,Accounting Assistant III,Retail,Mass Customer,N,Yes,1.0,0,04 Schmedeman Court,2196,NSW,Australia,10
Clarine,Yushkin,F,36,1961-03-01,Help Desk Operator,Health,Mass Customer,N,No,7.0,1,5705 Spaight Place,3067,VIC,Australia,9
Jordanna,Skyme,F,89,1985-03-07,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,17.0,1,81254 Buhler Trail,4740,QLD,Australia,2
Hetty,Thormann,F,35,1957-03-07,missing,Manufacturing,High Net Worth,N,No,10.0,0,27 Fuller Trail,2233,NSW,Australia,8
Ricoriki,Burree,M,18,1958-09-06,Associate Professor,Financial Services,High Net Worth,N,Yes,14.0,0,313 Mifflin Center,4504,QLD,Australia,5
Max,Awcock,M,40,1993-01-18,Accounting Assistant IV,missing,Affluent Customer,N,Yes,9.0,0,18 Logan Alley,2159,NSW,Australia,11
Andras,Yurocjkin,M,28,1998-07-20,missing,Retail,Mass Customer,N,Yes,3.0,1,86 Hansons Parkway,2211,NSW,Australia,8
Lurleen,Shoebridge,F,77,1997-01-06,Research Nurse,Health,Mass Customer,N,No,5.0,0,8476 Village Green Park,2774,NSW,Australia,9
Alair,Cullingford,M,48,1985-07-18,Mechanical Systems Engineer,Health,High Net Worth,N,Yes,15.0,0,45454 Spenser Center,3149,VIC,Australia,12
Godiva,Bulward,F,61,1963-02-02,Administrative Officer,Financial Services,Affluent Customer,N,Yes,12.0,1,28820 Monica Circle,2226,NSW,Australia,7
Reinwald,Sinkins,M,6,1999-02-28,Statistician II,Property,High Net Worth,N,No,4.0,0,259 Summerview Center,4740,QLD,Australia,2
Osgood,Risby,M,50,1979-04-14,Actuary,Financial Services,High Net Worth,N,Yes,15.0,0,82206 Dennis Place,4124,QLD,Australia,8
Carr,Muckley,M,67,1979-05-25,Social Worker,Health,High Net Worth,N,Yes,20.0,0,5837 Hayes Court,2113,NSW,Australia,11
Bjorn,Isitt,M,59,1999-01-25,Senior Financial Analyst,Financial Services,Mass Customer,N,No,3.0,0,33297 Hoepker Way,2843,NSW,Australia,1
Moyra,Mount,F,8,1977-01-06,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,18.0,0,198 Garrison Pass,2767,NSW,Australia,8
Carmelia,Egle of Germany,F,97,1953-10-25,Actuary,Financial Services,High Net Worth,N,Yes,7.0,0,77 Golf Course Junction,3027,VIC,Australia,8
Anna-diane,Crumpe,F,5,1955-09-23,Software Test Engineer III,missing,Affluent Customer,N,No,11.0,1,5 Lakewood Gardens Court,2118,NSW,Australia,9
Dolorita,Dufaur,F,96,1967-08-29,Quality Engineer,Financial Services,Mass Customer,N,No,4.0,0,4320 Toban Avenue,2260,NSW,Australia,11
Cale,Cunningham,M,3,1979-01-12,Sales Representative,Retail,Mass Customer,N,No,5.0,0,129 Mallory Junction,2196,NSW,Australia,10
Sybille,Maddison,F,42,1980-10-18,missing,Property,High Net Worth,N,No,20.0,1,68730 Hermina Place,3130,VIC,Australia,10
Cordell,Coxhell,M,94,1979-07-27,Sales Associate,Retail,High Net Worth,N,Yes,12.0,1,25 Ronald Regan Point,4035,QLD,Australia,7
Cissiee,Jobern,F,11,1960-05-10,Sales Representative,Retail,Affluent Customer,N,Yes,14.0,0,79 Eggendart Trail,3977,VIC,Australia,8
Bale,Ney,M,26,1985-02-12,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7.0,1,744 Hazelcrest Way,2155,NSW,Australia,9
Waring,Selwyn,M,17,1963-06-23,Chief Design Engineer,Retail,Mass Customer,N,No,11.0,0,91973 Boyd Street,2287,NSW,Australia,7
Karen,La Wille,F,66,1999-07-28,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,1.0,1,2241 Pearson Plaza,4503,QLD,Australia,6
Cymbre,Sloey,F,11,1969-01-17,missing,Entertainment,Mass Customer,N,No,8.0,0,244 Burrows Center,3088,VIC,Australia,9
Leodora,Carillo,F,65,1961-02-18,missing,Financial Services,Affluent Customer,N,No,8.0,0,2992 Scott Hill,3046,VIC,Australia,8
Fabien,Whittlesea,M,17,1955-05-24,missing,Manufacturing,Affluent Customer,N,No,19.0,0,5565 Park Meadow Trail,2155,NSW,Australia,9
Melodee,Hendrik,F,16,2001-11-14,Operator,Health,Affluent Customer,N,Yes,1.0,0,68111 Bartillon Court,3995,VIC,Australia,3
Early,Saggs,M,55,1976-04-19,Teacher,Property,Mass Customer,N,No,11.0,0,18 School Alley,4655,QLD,Australia,3
Agathe,Weafer,F,78,1961-11-11,Information Systems Manager,Financial Services,Mass Customer,N,No,19.0,1,8 Anderson Lane,2214,NSW,Australia,9
Rozamond,Franceschino,F,34,1992-11-27,missing,Manufacturing,Mass Customer,N,No,9.0,1,2121 Dapin Center,3977,VIC,Australia,7
Dalila,Snawdon,F,30,1979-03-04,Actuary,Financial Services,Mass Customer,N,Yes,10.0,1,5772 Ridgeway Place,3066,VIC,Australia,10
